frame,label,x_0,y_0,z_0,visibility_0,x_1,y_1,z_1,visibility_1,x_2,y_2,z_2,visibility_2,x_3,y_3,z_3,visibility_3,x_4,y_4,z_4,visibility_4,x_5,y_5,z_5,visibility_5,x_6,y_6,z_6,visibility_6,x_7,y_7,z_7,visibility_7,x_8,y_8,z_8,visibility_8,x_9,y_9,z_9,visibility_9,x_10,y_10,z_10,visibility_10,x_11,y_11,z_11,visibility_11,x_12,y_12,z_12,visibility_12,x_13,y_13,z_13,visibility_13,x_14,y_14,z_14,visibility_14,x_15,y_15,z_15,visibility_15,x_16,y_16,z_16,visibility_16,x_17,y_17,z_17,visibility_17,x_18,y_18,z_18,visibility_18,x_19,y_19,z_19,visibility_19,x_20,y_20,z_20,visibility_20,x_21,y_21,z_21,visibility_21,x_22,y_22,z_22,visibility_22,x_23,y_23,z_23,visibility_23,x_24,y_24,z_24,visibility_24,x_25,y_25,z_25,visibility_25,x_26,y_26,z_26,visibility_26,x_27,y_27,z_27,visibility_27,x_28,y_28,z_28,visibility_28,x_29,y_29,z_29,visibility_29,x_30,y_30,z_30,visibility_30,x_31,y_31,z_31,visibility_31,x_32,y_32,z_32,visibility_32
2,1,0.619865417,0.440452248,-1.341534853,0.999394298,0.647203505,0.337441951,-1.226113439,0.999112427,0.667597532,0.336904764,-1.226708531,0.999182165,0.686925948,0.33711037,-1.227278471,0.999111116,0.578539252,0.34303233,-1.261512756,0.999119103,0.54987818,0.346207321,-1.260798216,0.999288201,0.522441566,0.350819468,-1.261473179,0.99922955,0.707790554,0.382801324,-0.554641485,0.999162614,0.470585525,0.397827476,-0.702125669,0.999486387,0.650513113,0.562591016,-1.090736747,0.999522805,0.570521355,0.575179517,-1.13075614,0.999503732,0.852912903,1.000646591,-0.0103834,0.994113326,0.315679789,0.911423683,-0.507642746,0.993219495,1.040159225,1.494191289,0.215394452,0.160372496,0.208033994,1.620845318,-0.632716417,0.466350853,1.116461635,1.980190992,-0.239317372,0.086248614,0.300192803,2.211703062,-1.310171247,0.154406264,1.163419247,2.140128136,-0.347523838,0.094193056,0.296366394,2.424929142,-1.52092576,0.138914123,1.133498192,2.145159483,-0.492613465,0.134167314,0.358029366,2.418649197,-1.613703966,0.184144869,1.100776911,2.095228434,-0.328306496,0.131078869,0.368201911,2.335941315,-1.369590044,0.192050055,0.769049942,2.294155836,0.005637535,0.002356052,0.395865351,2.287615776,0.001276373,0.002199354,0.763229132,3.432005405,-0.37869221,0.003081067,0.423076808,3.413208961,-0.479831785,0.001604764,0.779489219,4.486872196,0.195956677,0.000930307,0.446065664,4.471404552,-0.241317466,0.000131789,0.782211661,4.649592876,0.19738923,0.000611315,0.439860195,4.637160301,-0.253379017,0.000356963,0.744661868,4.796571255,-0.679863453,0.000346866,0.500343859,4.78397131,-1.206142426,0.00049546
3,1,0.620844364,0.442097247,-1.32469213,0.999319375,0.647703528,0.339690596,-1.206402063,0.998977184,0.667750239,0.339260101,-1.207002878,0.999065816,0.68697679,0.339610875,-1.207502723,0.998971224,0.579554856,0.345448792,-1.249316335,0.999018729,0.550792992,0.348781049,-1.248667955,0.99922049,0.523028314,0.353655547,-1.249430418,0.999164462,0.706975818,0.382860392,-0.537851989,0.999033034,0.471150786,0.399199814,-0.698843896,0.999450982,0.650937557,0.562855065,-1.073114157,0.99944222,0.571432531,0.577013671,-1.121773243,0.999454558,0.850714386,0.997705162,0.008068154,0.993823409,0.317654312,0.916690171,-0.511114895,0.993498147,1.045202971,1.484420657,0.216601253,0.152643934,0.213256449,1.624750733,-0.635303915,0.471734136,1.120124817,1.970132947,-0.259952992,0.079190463,0.304864883,2.200440884,-1.319103003,0.148412555,1.166682363,2.13011384,-0.370753527,0.086778782,0.301093131,2.411028624,-1.53047061,0.133341908,1.136198401,2.136282444,-0.514797986,0.123888716,0.362109005,2.403486729,-1.620516539,0.177841321,1.103965998,2.086057425,-0.349114448,0.121093765,0.371678978,2.321576118,-1.377586603,0.183835939,0.769852161,2.294094086,0.019933948,0.002501904,0.399778634,2.288166285,-0.012979625,0.002326,0.765052021,3.424042463,-0.372022152,0.003378668,0.425912321,3.409191608,-0.486001879,0.001788654,0.783217192,4.472963333,0.197808668,0.00090241,0.450027078,4.468160152,-0.252635032,0.000138312,0.785268068,4.637099743,0.199520722,0.000617217,0.443507016,4.636209488,-0.265455097,0.000366136,0.751679063,4.786108971,-0.66947794,0.000368147,0.507453501,4.77725172,-1.214467764,0.000509843
4,1,0.621893048,0.443386853,-1.314048529,0.999225974,0.648349524,0.341678411,-1.195144057,0.998811901,0.668035865,0.341299862,-1.195734262,0.998913765,0.687092006,0.341684818,-1.196228266,0.998795033,0.580735624,0.347329021,-1.241140485,0.998897195,0.551917017,0.350640118,-1.240529776,0.999132156,0.5238446,0.355441511,-1.241316319,0.999081969,0.706351638,0.382904679,-0.528654218,0.998853981,0.471723378,0.399968505,-0.698270917,0.999399483,0.651297927,0.56300509,-1.063047767,0.999340355,0.572254598,0.577837944,-1.115536451,0.999392211,0.848945737,0.995326161,0.012953778,0.993404746,0.320193082,0.919903457,-0.520967901,0.993688822,1.045545459,1.479360938,0.237423062,0.145163268,0.213647395,1.630290508,-0.645408988,0.474187106,1.121444702,1.970232129,-0.207925707,0.072681494,0.30430302,2.211497068,-1.331758499,0.142406985,1.168457627,2.132197142,-0.310564905,0.079945773,0.299619317,2.422260761,-1.541926742,0.127917081,1.138049603,2.140104294,-0.455287218,0.114425093,0.361503214,2.417766094,-1.629418373,0.171685889,1.105947375,2.089136839,-0.296540827,0.111888237,0.371025741,2.335377932,-1.389044523,0.175949708,0.770033836,2.293996811,0.026781995,0.002544329,0.403113425,2.288868666,-0.019995276,0.002366737,0.767505348,3.421481609,-0.352764517,0.003618524,0.431389272,3.408656836,-0.467579991,0.001941791,0.788628936,4.467767239,0.240941957,0.000878918,0.458276898,4.467814922,-0.213354677,0.000146192,0.790716946,4.631720543,0.244483143,0.000619144,0.451355696,4.636025906,-0.223504469,0.000379311,0.760100842,4.782606125,-0.634070754,0.000388219,0.5178653,4.776403427,-1.166892767,0.000526524
5,1,0.623224556,0.445215613,-1.31428349,0.999146521,0.649194539,0.344535619,-1.193620563,0.998682976,0.668458104,0.344176352,-1.19420135,0.99879545,0.687240243,0.344547838,-1.194669962,0.998658121,0.582337618,0.349941105,-1.241459608,0.99880302,0.553547859,0.353184402,-1.240846395,0.999062598,0.525249362,0.357802272,-1.241625071,0.999016762,0.705607593,0.383331418,-0.516437292,0.998709619,0.472421646,0.401249051,-0.704131007,0.999363363,0.651744008,0.563483298,-1.060577869,0.999252796,0.573449731,0.578938186,-1.115686774,0.9993397,0.847328007,0.994534612,0.04566345,0.993058801,0.321797162,0.925043583,-0.542293072,0.993838489,1.045805335,1.478127718,0.287124574,0.138221949,0.211207062,1.638114452,-0.658697963,0.478409261,1.121710181,1.971060634,-0.162220061,0.066908509,0.308686793,2.219752789,-1.338754773,0.137776852,1.168734789,2.133611917,-0.261225551,0.073911533,0.306351066,2.431862831,-1.55064714,0.123599991,1.138417959,2.142741203,-0.410088122,0.106098689,0.369586289,2.426575184,-1.634836793,0.166997477,1.10641706,2.091845989,-0.252562076,0.10379535,0.37780562,2.343682051,-1.393966079,0.169539154,0.770757496,2.296553612,0.044683162,0.002594459,0.406131566,2.294215441,-0.037809528,0.002407389,0.770709693,3.421519756,-0.344782293,0.003839367,0.436463684,3.409269571,-0.510128975,0.002089237,0.794209421,4.467886925,0.263063848,0.000856339,0.464673996,4.468447685,-0.252404034,0.000153625,0.796209693,4.631563663,0.26698041,0.000621482,0.45740217,4.636679173,-0.262331128,0.000390292,0.767711759,4.782961845,-0.619658709,0.000409491,0.525501966,4.777636528,-1.212204695,0.000545735
6,1,0.467374086,0.445474237,-0.352483302,0.986530483,0.484555542,0.348664463,-0.368980825,0.983445346,0.517889678,0.349792451,-0.369597822,0.984314203,0.526481867,0.351746291,-0.369975746,0.98657614,0.461814344,0.351772487,-0.288571477,0.984900892,0.45399338,0.355003238,-0.288282573,0.982172906,0.445521116,0.359156638,-0.288738638,0.983085275,0.528946698,0.40391016,-0.287176311,0.984398425,0.408763885,0.415086269,0.075675592,0.978377879,0.482431322,0.557835758,-0.299916059,0.95919615,0.440677583,0.57191503,-0.196903929,0.96028018,0.582427084,0.789128542,-0.448747575,0.964550197,0.308264583,0.904028654,0.429631531,0.940825343,0.702596068,0.762124896,-0.867525876,0.15908061,0.291141719,1.063242197,0.456228822,0.431928009,0.638824344,0.494253248,-0.952681184,0.092249967,0.392259747,0.706135511,0.212749243,0.130212143,0.650607646,0.441875577,-1.074450374,0.105601907,0.425099373,0.630625784,0.178094611,0.121785007,0.638644636,0.437856257,-1.023106575,0.138571903,0.416753352,0.587277532,0.12031348,0.162918121,0.633369327,0.45460698,-0.942124665,0.13470073,0.405520856,0.609485149,0.167769939,0.164241552,0.544358432,2.195312262,-0.310432017,0.002917055,0.363259375,2.208502531,0.314563483,0.002808305,0.581216395,2.803810835,-0.441530049,0.005318917,0.377817094,2.64676404,0.189124614,0.002380432,0.624475837,3.632895947,0.131922692,0.000980888,0.457476765,3.654411793,0.546209931,0.000304821,0.644561887,3.760658741,0.164523929,0.000984409,0.46024999,3.795310497,0.559245646,0.00059991,0.620384097,3.816783428,-0.360093117,0.001216952,0.410505384,3.913700342,0.118417561,0.000951372
7,1,0.510497212,0.40737626,-0.462375492,0.951293945,0.533619106,0.332210839,-0.44182831,0.94619,0.562105656,0.336589187,-0.442786038,0.943697572,0.572064281,0.340254843,-0.443556368,0.951592743,0.491814703,0.328514874,-0.393556267,0.950193465,0.464043379,0.33000654,-0.393585294,0.942602277,0.458142042,0.348789752,-0.394572675,0.94987607,0.579206049,0.390040517,-0.219754294,0.948451281,0.444359928,0.407021046,0.019965488,0.937191188,0.533324122,0.496413201,-0.361116081,0.909220219,0.476233304,0.505945325,-0.297510952,0.913598239,0.659455895,0.694032133,-0.406150162,0.941381752,0.338221043,0.840913296,0.323610336,0.908793271,0.750739992,0.831820428,-0.81534493,0.179099992,0.357697606,1.10349822,0.061915118,0.394232154,0.647981465,0.58153367,-0.865920365,0.120194599,0.479005188,0.604384899,-0.300130308,0.136046499,0.649193585,0.514476955,-0.970734119,0.133222818,0.512853742,0.460476249,-0.373923868,0.128061712,0.634752512,0.38396135,-0.918243408,0.165955678,0.488673151,0.424134672,-0.368453354,0.166879937,0.639383674,0.3952941,-0.85853374,0.162256375,0.482114464,0.475507438,-0.324723065,0.167454511,0.625318885,2.127753973,-0.289768457,0.002855741,0.39639172,2.147607088,0.293684125,0.002767964,0.611406863,3.004074812,-0.405571073,0.005270191,0.440999359,2.981975555,0.123573169,0.002392707,0.665831566,3.92620182,0.191517606,0.000893237,0.512084246,3.968921661,0.46364361,0.000288583,0.682657897,4.139726639,0.213362813,0.000896386,0.525279403,4.155072212,0.468852907,0.000552863,0.655418575,4.081379414,-0.4032619,0.001155254,0.510655999,4.244642258,-0.251275331,0.000892165
8,1,0.589823842,0.352596164,-0.576070666,0.955549419,0.61304307,0.288824916,-0.544412196,0.950913489,0.630811095,0.289148331,-0.544897318,0.948573768,0.638611197,0.288564116,-0.545761168,0.955838382,0.591865659,0.289540589,-0.499203205,0.954523504,0.574573517,0.291544437,-0.498964548,0.947558165,0.565813899,0.298535079,-0.499572605,0.954298854,0.686054826,0.311106414,-0.234769672,0.95303452,0.582344234,0.335004956,-0.003580608,0.942712843,0.617777705,0.427714199,-0.451193482,0.917622685,0.584388554,0.433048517,-0.388116151,0.921315789,0.789004564,0.57253021,-0.315378159,0.946137547,0.532260537,0.703681231,0.187745959,0.916756511,0.909104943,0.977509379,-0.535486102,0.218632057,0.438857883,1.079106927,-0.191400275,0.413421869,0.780718327,0.85050565,-0.748898625,0.142459661,0.459216744,0.519078135,-1.053126335,0.203992382,0.769425452,0.835032225,-0.762132883,0.151979223,0.459869951,0.410254747,-1.20065093,0.191454232,0.750302732,0.774070323,-0.641982615,0.186070278,0.46378383,0.348845959,-1.123386145,0.229526177,0.751099467,0.790494978,-0.633271813,0.182919905,0.506450593,0.465810746,-1.069927573,0.229956254,0.851012349,1.873218775,-0.217521816,0.003966,0.584792078,1.86360085,0.222140118,0.003898197,0.817394555,2.985176563,-0.387299389,0.005182333,0.570336878,2.958638191,0.06367214,0.00241256,0.822583675,4.032647133,0.104763076,0.000813074,0.617566288,4.004935265,0.368536174,0.000263578,0.84057045,4.19235754,0.114708386,0.000812801,0.624793172,4.136302471,0.341934949,0.000502921,0.785309613,4.265799522,-0.525803387,0.001046267,0.620701015,4.311626911,-0.464146763,0.000809691
9,1,0.604017377,0.351289481,-0.555518389,0.959965467,0.63159132,0.285327226,-0.532173038,0.95579505,0.646167457,0.285493165,-0.532283425,0.953679025,0.655684769,0.28445825,-0.533036411,0.960229456,0.60511893,0.28369692,-0.477209628,0.959037483,0.593251348,0.283774346,-0.476307541,0.952748895,0.583108723,0.285238683,-0.476680577,0.958835304,0.699416995,0.296332031,-0.230264619,0.957705081,0.588154435,0.30409053,0.037119661,0.948399484,0.632098079,0.419997662,-0.43734622,0.925828755,0.594614685,0.419673294,-0.364766359,0.929140985,0.819679081,0.604964375,-0.300343454,0.951352775,0.492234886,0.635675132,0.220318198,0.92498666,0.886280656,1.05900383,-0.42927438,0.273060471,0.388374984,0.878236234,-0.270552635,0.464903831,0.736953795,0.64764756,-0.333795518,0.221284524,0.426104873,0.442363232,-1.253217578,0.281748086,0.694474459,0.411524355,-0.374863386,0.227201998,0.452234417,0.348333567,-1.420264006,0.268737763,0.684620321,0.358208627,-0.291297585,0.258909225,0.462090969,0.32104966,-1.354587555,0.303425908,0.680442214,0.428411007,-0.292356849,0.255731076,0.472631693,0.340396583,-1.271585345,0.303731054,0.822076321,1.750047684,-0.228180721,0.004471307,0.540232718,1.71595037,0.232969716,0.004494935,0.802569747,2.819330454,-0.456199884,0.004744618,0.529724121,2.8079772,0.204209998,0.002271255,0.807766318,3.861929417,-0.065945432,0.000735031,0.570172787,3.817478418,0.413884461,0.000238619,0.821554959,3.998858213,-0.067672528,0.000733346,0.575858116,3.930092812,0.416433573,0.000455773,0.763656974,4.090037823,-0.745243907,0.000944656,0.610294938,4.117251396,-0.308154941,0.000734543
10,1,0.64083302,0.351610303,-0.454847485,0.963830769,0.66523689,0.285330087,-0.452474058,0.96005398,0.677799344,0.284382641,-0.452700675,0.958112955,0.689832687,0.28252241,-0.45335716,0.964045882,0.640064836,0.285887092,-0.386184275,0.962954164,0.632500529,0.286262453,-0.385728419,0.95725137,0.625447929,0.287870079,-0.386201769,0.962795854,0.737193584,0.286407053,-0.237851501,0.961767793,0.647079349,0.297468811,0.071721755,0.953377426,0.674074054,0.408147812,-0.368684709,0.933118761,0.644970536,0.414216787,-0.281056434,0.936047256,0.861254573,0.560882449,-0.26672858,0.956056833,0.574549675,0.617165864,0.254209012,0.932384491,0.920914948,1.026012421,-0.453860223,0.320857227,0.380794108,0.798767328,-0.21643047,0.512012959,0.752619803,0.889929771,-0.536349416,0.249949977,0.418917596,0.409801692,-1.193247676,0.351660579,0.711917579,0.851299882,-0.625801206,0.249536961,0.425714821,0.30356589,-1.362055421,0.337802619,0.700634658,0.794258773,-0.540265799,0.284131587,0.447228134,0.283486098,-1.336309195,0.369529158,0.706870437,0.810451746,-0.506609857,0.278796196,0.465707541,0.30939129,-1.222180128,0.369699955,0.848806381,1.582761288,-0.222529322,0.005496778,0.592428327,1.565534353,0.226642326,0.00588775,0.818263054,2.615199566,-0.493973672,0.004666943,0.566453099,2.603250265,0.111911118,0.002410978,0.820183098,3.631514549,-0.161208287,0.000669739,0.592819333,3.593548298,0.151272789,0.000219494,0.841180444,3.765060663,-0.161943942,0.000664686,0.598466098,3.702154636,0.138608173,0.00041839,0.768350244,3.852892399,-0.801293075,0.000854487,0.599386811,3.883675575,-0.488269866,0.00066788
11,1,0.663829327,0.355847627,-0.575136065,0.967400968,0.679314613,0.28726685,-0.549121261,0.964001596,0.691414118,0.286265641,-0.549525678,0.962244093,0.703220189,0.284239501,-0.55016923,0.96759975,0.650057256,0.287022114,-0.506192088,0.966595054,0.641637564,0.2892645,-0.505692363,0.961440504,0.633249283,0.291950285,-0.506001651,0.966452479,0.745098829,0.291496545,-0.246424526,0.965544403,0.650226653,0.30105108,-0.027287489,0.957948208,0.697862148,0.415482461,-0.455042124,0.939775109,0.663052142,0.423594534,-0.396080166,0.942376494,0.877062917,0.570625186,-0.235910699,0.960389018,0.592791021,0.631143332,0.198252603,0.939011335,0.892837644,1.01900959,-0.431825101,0.360247731,0.415526718,0.822931528,-0.257444561,0.555790067,0.707137585,1.095954299,-0.543483615,0.292596877,0.425029755,0.428544283,-1.295160174,0.413931966,0.66720289,1.182279348,-0.642062247,0.285359263,0.415630668,0.32093662,-1.485401392,0.398181677,0.653776109,1.102567554,-0.616845429,0.323147088,0.443225563,0.26693967,-1.466396093,0.427589357,0.664149284,1.086414814,-0.536119342,0.314659297,0.458051592,0.312730402,-1.328502417,0.427663505,0.855551541,1.541366696,-0.220931694,0.006129751,0.61000073,1.53154242,0.222390741,0.006511663,0.828124166,2.493393421,-0.463572353,0.004707135,0.583958924,2.490398169,0.087341666,0.002608884,0.834421337,3.41515851,-0.125019148,0.000626492,0.619647741,3.393603563,0.175571904,0.000205437,0.854362369,3.538089275,-0.128216356,0.000608473,0.626557827,3.48929882,0.169922292,0.000391371,0.788861156,3.616560459,-0.777641356,0.000777706,0.635884047,3.666740894,-0.488691479,0.000620157
12,1,0.688647926,0.354960024,-0.629269004,0.97064209,0.700986743,0.286852241,-0.595542908,0.967573702,0.712581098,0.285067886,-0.595882058,0.965993822,0.723611951,0.282541037,-0.596408665,0.970813096,0.670024812,0.288859606,-0.564309061,0.969905555,0.660390139,0.291065931,-0.563795269,0.965269208,0.65094012,0.29395172,-0.56420362,0.969779789,0.758570552,0.291121185,-0.251592398,0.968963206,0.656857252,0.307287872,-0.065218799,0.962129116,0.718216062,0.413631618,-0.494172662,0.945782006,0.681132078,0.423040897,-0.452445745,0.948117316,0.886259258,0.57438916,-0.035767607,0.964298069,0.578729272,0.603859901,0.061097682,0.945073426,0.89747107,0.99606967,-0.073322162,0.405307621,0.430105984,0.865583062,-0.444532096,0.598369062,0.749133229,1.188268542,-0.390684247,0.34930414,0.434624523,0.50211221,-1.48013413,0.47230348,0.724456429,1.289316177,-0.470111519,0.340681493,0.428208739,0.375367582,-1.671002746,0.457778275,0.708808184,1.21064651,-0.512552559,0.377926737,0.452970326,0.314673841,-1.65133667,0.484301597,0.71116221,1.187212825,-0.413143575,0.369340807,0.465632051,0.369812548,-1.504346609,0.484363019,0.84585619,1.427498579,-0.043931812,0.012331355,0.597763538,1.419559002,0.046102792,0.015227581,0.824466109,2.310472727,-0.228447959,0.004541521,0.58048439,2.300495625,-0.075891808,0.002630111,0.826312065,3.155062914,0.07088118,0.000610292,0.605794668,3.163141489,0.085304864,0.000201294,0.841823936,3.254101276,0.071865074,0.000578161,0.609494328,3.255511522,0.087056786,0.000370406,0.791679382,3.373445034,-0.495556891,0.000721365,0.633701444,3.40361762,-0.569923282,0.000594576
13,1,0.697534561,0.361872435,-0.635149002,0.973553836,0.713337362,0.298032433,-0.601238608,0.970785499,0.725128889,0.295209438,-0.601537228,0.96935755,0.736505985,0.291892231,-0.602054596,0.973700345,0.680932343,0.300768703,-0.579480469,0.972883403,0.671082914,0.301657915,-0.578971744,0.968708217,0.661535501,0.302409798,-0.579305768,0.972773015,0.76511997,0.299468458,-0.245627403,0.972032607,0.656513751,0.313903391,-0.081792921,0.965882838,0.724087834,0.418274134,-0.49537617,0.951182783,0.684420466,0.428143382,-0.465574414,0.953275383,0.878918648,0.582563698,-0.014421058,0.967817485,0.573253095,0.592640162,0.02042472,0.950516641,0.905510247,0.972653866,0.010457021,0.434064478,0.441381216,0.892303109,-0.497645378,0.634450316,0.814647198,1.252372622,-0.235211179,0.37517032,0.427437156,0.547092676,-1.591572404,0.524065495,0.792657495,1.353200197,-0.302844614,0.3662543,0.421706259,0.438259751,-1.784183264,0.509858549,0.776642203,1.296595812,-0.352331221,0.408606887,0.447841227,0.380806684,-1.780961752,0.534116387,0.778000176,1.272919059,-0.262698352,0.39864701,0.461587995,0.424041659,-1.623952508,0.534102738,0.83773011,1.41356647,-0.06008064,0.013264409,0.599401116,1.406002164,0.063009918,0.016559707,0.822143197,2.255090714,-0.27267617,0.004372765,0.598493397,2.254876375,-0.064883694,0.002585231,0.821058571,3.07635355,0.06145668,0.000577296,0.608454168,3.092599392,0.124091685,0.00019248,0.83569175,3.171349525,0.0624712,0.000534552,0.609229803,3.186812639,0.146412969,0.000348277,0.786362886,3.294170141,-0.52269882,0.000664132,0.627984583,3.32429266,-0.457712829,0.000559305
14,1,0.696700454,0.368387997,-0.783811569,0.976171136,0.712712109,0.306340516,-0.751264691,0.973675549,0.725545287,0.301932722,-0.751458228,0.972387671,0.737688363,0.297495335,-0.751846671,0.976299465,0.677658677,0.312996328,-0.73527205,0.975557148,0.666241288,0.314103484,-0.734932244,0.971797049,0.65539676,0.314404666,-0.735108852,0.975458026,0.764189363,0.302516729,-0.37587148,0.97480315,0.649185061,0.322830886,-0.282058775,0.969258368,0.725804687,0.42108658,-0.636692703,0.956051886,0.683149219,0.430402845,-0.613195419,0.957924545,0.880346596,0.590604961,-0.075535595,0.971001148,0.575322509,0.602460921,-0.078905642,0.955404341,0.91342622,0.9792189,-0.158706531,0.462292016,0.453697532,0.903332949,-0.543109179,0.663800657,0.812103391,1.259264827,-0.591882586,0.4022246,0.451658159,0.579515219,-1.599348664,0.56932807,0.77947396,1.338850379,-0.689436257,0.391440094,0.434979379,0.471638799,-1.795066833,0.554234028,0.759103298,1.277832508,-0.710797608,0.437351257,0.453580528,0.387110054,-1.798736334,0.576891363,0.765109062,1.259439468,-0.610097885,0.424699903,0.470751464,0.46946615,-1.63423419,0.576703668,0.837152183,1.435973406,-0.063369058,0.013331282,0.603314579,1.426211357,0.066367507,0.016607851,0.819795012,2.272550583,-0.228859827,0.004136311,0.595869184,2.267621279,-0.054425549,0.002461832,0.819600701,3.068524122,0.149817929,0.000551067,0.600424826,3.075143099,0.146365732,0.000179031,0.830817699,3.166164398,0.156431675,0.000501191,0.60189563,3.16627574,0.159198791,0.000323921,0.783055425,3.269724607,-0.42818588,0.000608916,0.617728472,3.304786921,-0.474747986,0.000519113
15,1,0.696968317,0.371729732,-0.720708191,0.978537202,0.715395987,0.309352458,-0.696031094,0.976290822,0.729159713,0.304516762,-0.696172953,0.975127041,0.742230654,0.299378365,-0.696458817,0.978654027,0.678808749,0.317281425,-0.659760356,0.977980733,0.667504966,0.318776697,-0.65924412,0.974589109,0.65685153,0.319408238,-0.65910852,0.977889657,0.769477844,0.304642409,-0.357088506,0.977305233,0.652256727,0.328659743,-0.196855173,0.972300291,0.728424907,0.422811687,-0.603747487,0.960437834,0.682779253,0.431635797,-0.551914334,0.962112069,0.88492012,0.593414485,-0.16774036,0.973860323,0.591141105,0.599043846,0.024106,0.959790051,0.916539073,0.99546808,-0.302796602,0.477882743,0.448487759,0.904363692,-0.435670227,0.689095736,0.818247676,1.327375174,-0.597170055,0.414575338,0.443058163,0.585214615,-1.467456102,0.608008802,0.786642969,1.417122722,-0.68924576,0.403174967,0.431168735,0.478851408,-1.651978731,0.589820743,0.762784123,1.371032834,-0.706524849,0.453626871,0.451709211,0.372793466,-1.649652839,0.611923993,0.769159436,1.346776962,-0.612079203,0.439128578,0.467181623,0.431059569,-1.499619246,0.611939609,0.838217139,1.470605016,-0.101117037,0.013013493,0.610204875,1.457201838,0.103945814,0.016275611,0.817666233,2.287579298,-0.265196979,0.003887347,0.598065972,2.281044245,0.112564445,0.002311351,0.808221042,3.053096533,0.13401328,0.000513341,0.594725013,3.049704313,0.431778252,0.000163388,0.821703553,3.149226665,0.140953138,0.000458993,0.5962767,3.136950254,0.451189905,0.000296741,0.754459143,3.243867636,-0.478885412,0.000552177,0.613284707,3.278599739,-0.180114523,0.00047416
16,1,0.693122089,0.373372614,-0.718886614,0.98067534,0.711556315,0.311699301,-0.693420291,0.978649616,0.725428641,0.307067275,-0.693674088,0.977600157,0.738946974,0.302513421,-0.694181085,0.980775416,0.674704194,0.319669068,-0.657295644,0.980170608,0.663892686,0.32119298,-0.656769216,0.977118075,0.653279424,0.321718842,-0.656746864,0.980089426,0.76689291,0.312194645,-0.345229238,0.979561985,0.649318576,0.332637608,-0.208173603,0.975058317,0.724445462,0.426499546,-0.596281767,0.964387894,0.678018093,0.432210952,-0.54778105,0.965890169,0.884137809,0.599913359,-0.132472321,0.976409853,0.584838033,0.601213753,-0.047110986,0.96377641,0.929922462,0.990862429,-0.089165695,0.485774457,0.474228382,0.915073752,-0.456418037,0.709902763,0.862121761,1.407204151,-0.309384167,0.411260217,0.443131208,0.627627015,-1.475438356,0.645309687,0.85223645,1.51760745,-0.371050507,0.409520924,0.425828308,0.510532737,-1.66080761,0.627943277,0.83102572,1.482646704,-0.433896601,0.466821462,0.443583071,0.417847157,-1.681715965,0.648533702,0.825836539,1.447447419,-0.343127757,0.451912612,0.461349428,0.480963171,-1.516881227,0.648421884,0.832967281,1.44998157,-0.086617552,0.012253813,0.601615906,1.435464859,0.089278415,0.015407005,0.805159688,2.218869686,-0.251748681,0.003588225,0.590224504,2.21323061,0.096875429,0.002143488,0.782215416,2.951402187,0.138514429,0.000479187,0.594257951,2.953154802,0.347015202,0.000150224,0.790915728,3.04372859,0.14535901,0.000421405,0.595971107,3.040295124,0.351053238,0.000272282,0.73552072,3.136469841,-0.420900971,0.000503314,0.602221251,3.161673307,-0.312731117,0.00043567
17,1,0.700176656,0.381660551,-0.717010438,0.982601404,0.716972649,0.319627136,-0.690758884,0.980775952,0.731322408,0.314814031,-0.691070437,0.979828238,0.745175004,0.310114056,-0.691641212,0.982688487,0.678434432,0.327351242,-0.659369588,0.982144773,0.666865349,0.328391999,-0.658850372,0.979395926,0.655571163,0.328246742,-0.658931613,0.982072413,0.769650638,0.316526949,-0.325600833,0.981595516,0.64808476,0.335716277,-0.225743338,0.977543473,0.732241511,0.433689713,-0.595376611,0.96794498,0.683741391,0.435844451,-0.54836607,0.969294369,0.888325334,0.599279106,-0.081205279,0.978730977,0.579480767,0.601086736,-0.096975312,0.967366457,0.937626243,0.989040792,-0.052103125,0.482988328,0.45419544,0.87245214,-0.596824646,0.733919442,0.868329883,1.391466737,-0.270677805,0.39385885,0.463367641,0.511427224,-1.53965199,0.675135136,0.85769546,1.497094035,-0.330303699,0.391780496,0.454643905,0.399387985,-1.726040244,0.652920365,0.835600972,1.455865145,-0.375532627,0.452258408,0.459152699,0.346661091,-1.721861243,0.673569977,0.829885304,1.424077749,-0.298006356,0.43579486,0.487589359,0.399183989,-1.567828178,0.672371924,0.827528477,1.469389558,-0.072671391,0.011503069,0.599149108,1.449927449,0.075798132,0.014535968,0.793220401,2.223824501,-0.154949605,0.003469339,0.585628808,2.212017775,0.081046343,0.002064674,0.765340924,2.919909954,0.248879984,0.00046724,0.574981987,2.922319651,0.410928071,0.000142004,0.770076156,3.009690762,0.256207496,0.000395248,0.572365165,3.008536339,0.430217326,0.000258103,0.72003758,3.119232893,-0.305452555,0.000464854,0.581794679,3.148799419,-0.193406582,0.000414875
